booking_id,listinng_id,is_canceled,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,reservation_status,reservation_status_date,customer_id
103837,8283433,1,2016-08-15,1,4,2,0,0,Canceled,2016-07-12,106418
103838,14573919,1,2016-08-15,1,4,2,0,0,Canceled,2016-05-30,114939
103839,7495866,1,2016-08-15,1,4,2,0,0,Canceled,2016-04-02,111007
103840,13623390,1,2016-08-15,1,5,2,1,0,Canceled,2016-01-29,109423
103841,3629014,1,2016-08-15,1,5,2,0,0,Canceled,2016-05-25,100468
103842,10883063,1,2016-08-15,1,5,2,0,0,Canceled,2016-06-22,112439
103843,713627,1,2016-08-15,1,5,1,1,0,Canceled,2016-01-29,105394
103844,4105704,1,2016-08-15,2,5,2,1,0,Canceled,2016-02-17,104820
103845,3957602,1,2016-08-15,2,5,2,0,0,Canceled,2015-12-30,100145
103846,11739985,1,2016-08-15,2,5,2,0,0,Canceled,2016-08-03,100578
103847,5874408,1,2016-08-15,2,5,2,0,0,Canceled,2016-03-25,109874
103848,7693009,1,2016-08-15,2,5,2,0,0,Canceled,2015-12-30,114545
103849,3775876,1,2016-08-15,2,5,2,0,0,Canceled,2016-08-15,108199
103850,3693850,1,2016-08-15,2,5,2,0,0,Canceled,2016-06-21,100690
103851,4736217,1,2016-08-15,2,5,2,1,0,Canceled,2016-02-19,105756
103852,14428514,1,2016-08-15,2,5,2,0,0,Canceled,2016-03-22,105410
103853,3021862,1,2016-08-15,2,5,2,0,0,Canceled,2016-07-12,108558
103854,4348422,1,2016-08-15,2,5,2,0,0,Canceled,2016-02-17,100963
103855,973840,1,2016-08-15,3,6,2,0,0,Canceled,2016-04-22,103631
103856,9575439,1,2016-08-15,3,6,2,0,0,Canceled,2016-04-22,107445
103857,4430821,1,2016-08-16,0,1,2,0,0,Canceled,2016-08-16,109405
103858,9591772,1,2016-08-16,0,2,2,0,0,Canceled,2016-08-06,107294
103859,3079305,1,2016-08-16,0,2,2,0,0,Canceled,2016-07-31,108690
103860,14474114,1,2016-08-16,0,2,2,0,1,Canceled,2016-08-13,101929
103861,7789429,1,2016-08-16,0,3,2,0,0,Canceled,2016-06-02,103253
103862,1203014,1,2016-08-16,0,3,2,0,0,Canceled,2016-08-03,111649
103863,957224,1,2016-08-16,0,3,2,0,0,Canceled,2016-06-13,104793
103864,4119345,1,2016-08-16,0,3,3,1,0,Canceled,2015-12-02,101981
103865,5495547,1,2016-08-16,0,3,2,0,0,Canceled,2015-12-02,101813
103866,12081834,1,2016-08-16,0,3,2,0,0,Canceled,2016-06-20,105065
103867,14260905,1,2016-08-16,0,3,2,0,0,Canceled,2016-08-03,114946
103868,3988018,1,2016-08-16,0,4,3,1,0,Canceled,2016-06-02,108490
103869,728238,1,2016-08-16,0,4,3,1,0,Canceled,2016-07-19,101839
103870,12997241,1,2016-08-16,0,4,2,0,0,Canceled,2016-08-03,109024
103871,10074653,1,2016-08-16,0,4,2,0,0,Canceled,2016-03-19,114854
103872,4054079,1,2016-08-16,0,4,2,0,0,Canceled,2016-08-04,103432
103873,12849003,1,2016-08-16,0,5,3,0,0,Canceled,2016-03-08,108456
103874,8067585,1,2016-08-16,1,5,2,0,0,Canceled,2016-04-27,101343
103875,7723492,1,2016-08-16,2,5,2,0,0,Canceled,2016-06-24,108285
103876,1956275,1,2016-08-16,2,7,2,1,0,Canceled,2016-04-15,113663
103877,1136972,1,2016-08-16,2,8,2,0,0,Canceled,2016-02-20,112704
103878,1071235,1,2016-08-16,2,8,2,0,0,Canceled,2016-06-22,114421
103879,4233242,1,2016-08-16,4,10,2,2,0,Canceled,2016-05-08,111532
103880,14415125,1,2016-08-16,4,10,2,0,0,Canceled,2016-05-08,113251
103881,3905508,1,2016-08-16,4,10,2,0,0,Canceled,2016-05-08,102556
103882,1628130,1,2016-08-17,0,2,2,0,0,Canceled,2016-06-21,108734
103883,14566386,1,2016-08-17,0,3,2,0,0,Canceled,2016-08-04,106428
103884,9590679,1,2016-08-17,0,3,3,1,0,Canceled,2016-04-03,113907
103885,14469677,1,2016-08-17,0,3,2,0,0,Canceled,2016-07-29,103217
103886,447826,1,2016-08-17,0,3,2,0,0,Canceled,2016-08-04,112911
103887,12736777,1,2016-08-17,0,4,1,0,0,Canceled,2016-08-02,107690
103888,9459945,1,2016-08-17,0,4,2,0,0,Canceled,2016-07-21,102157
103889,13621476,1,2016-08-17,1,4,2,0,0,Canceled,2016-06-05,100416
103890,2365632,1,2016-08-17,1,4,2,0,0,Canceled,2016-07-14,112497
103891,10163454,1,2016-08-17,1,4,2,0,0,Canceled,2016-08-03,112264
103892,14308511,1,2016-08-17,1,4,2,0,0,Canceled,2016-06-02,105300
103893,13751426,1,2016-08-17,2,4,2,0,0,Canceled,2016-07-18,101082
103894,1692573,1,2016-08-17,2,4,2,0,0,Canceled,2016-07-18,111440
103895,12932001,1,2016-08-17,2,4,3,0,0,Canceled,2016-06-30,112950
103896,5182313,1,2016-08-17,1,4,2,0,0,Canceled,2016-07-23,107672
103897,13865867,1,2016-08-17,2,8,2,0,0,Canceled,2016-04-07,110227
103898,4331214,1,2016-08-17,3,9,2,0,0,Canceled,2016-07-29,111013
103899,12824498,1,2016-08-17,4,9,2,0,0,Canceled,2016-06-21,106512
103900,14602997,1,2016-08-18,0,2,2,0,0,Canceled,2016-08-17,101176
103901,6377998,1,2016-08-18,0,2,2,0,0,Canceled,2016-06-25,113090
103902,743211,1,2016-08-18,0,2,2,0,0,Canceled,2016-08-08,110311
103903,5166870,1,2016-08-18,0,3,2,0,0,Canceled,2016-05-31,101393
103904,3593290,1,2016-08-18,0,3,2,0,0,Canceled,2016-08-11,110109
103905,14672735,1,2016-08-18,0,3,2,0,0,Canceled,2016-04-27,109035
103906,1612842,1,2016-08-18,0,3,2,0,0,Canceled,2016-04-27,111920
103907,332225,1,2016-08-18,0,3,2,0,0,Canceled,2016-04-27,108875
103908,496022,1,2016-08-18,0,3,2,0,0,Canceled,2016-04-27,105947
103909,8720718,1,2016-08-18,0,3,2,0,0,Canceled,2016-04-27,114360
103910,9212213,1,2016-08-18,0,3,2,0,0,Canceled,2016-08-08,110084
103911,8310894,1,2016-08-18,0,3,2,0,0,Canceled,2016-04-27,111310
103912,1167221,1,2016-08-18,1,3,2,2,0,Canceled,2016-04-30,104202
103913,2592416,1,2016-08-18,0,3,2,0,0,Canceled,2016-04-27,106012
103914,1701741,1,2016-08-18,0,3,3,0,0,Canceled,2016-04-27,105130
103915,4526315,1,2016-08-18,0,3,2,0,0,Canceled,2016-04-27,103779
103916,5918944,1,2016-08-18,2,5,2,0,0,Canceled,2016-08-03,108331
103917,5738018,1,2016-08-18,2,5,2,1,0,Canceled,2016-04-24,100902
103918,4181530,1,2016-08-18,2,5,2,1,0,Canceled,2016-08-04,104719
103919,6065674,1,2016-08-18,2,5,2,0,0,Canceled,2016-06-25,100108
103920,13698137,1,2016-08-18,2,8,2,0,0,Canceled,2016-05-24,107948
103921,12209652,1,2016-08-18,4,8,2,0,0,Canceled,2016-07-20,111337
103922,5049582,0,2016-08-18,4,10,2,0,0,Check-Out,2016-09-01,111553
103923,12209339,1,2016-08-19,0,2,2,0,0,Canceled,2016-07-05,104234
103924,8981656,1,2016-08-19,0,2,2,2,0,Canceled,2016-06-21,108567
103925,13110347,1,2016-08-19,0,2,2,0,0,Canceled,2016-08-08,114855
103926,9833460,1,2016-08-19,1,2,3,1,0,Canceled,2016-07-04,104027
103927,8801250,0,2016-08-19,2,2,2,0,0,Check-Out,2016-08-23,107185
103928,11553697,1,2016-08-19,2,3,1,3,0,Canceled,2016-06-17,113871
103929,13110084,1,2016-08-19,2,3,2,0,0,Canceled,2016-08-08,101388
103930,14682931,1,2016-08-19,2,5,2,0,0,Canceled,2016-08-05,106630
103931,6425318,1,2016-08-19,2,7,2,0,0,Canceled,2016-05-07,102889
103932,2378421,1,2016-08-19,2,7,2,0,0,Canceled,2016-05-25,103793
103933,2443944,0,2016-08-19,2,5,2,0,0,Check-Out,2016-08-26,100337
103934,14683493,1,2016-08-20,0,1,2,0,0,Canceled,2016-08-20,111926
103935,12949270,1,2016-08-20,1,1,3,1,0,Canceled,2016-07-30,103084
103936,12781774,1,2016-08-20,1,1,2,0,0,Canceled,2016-08-01,107500
103937,8226982,1,2016-08-20,1,1,2,0,0,Canceled,2016-03-24,114999
103938,5212321,1,2016-08-20,2,2,3,1,0,Canceled,2016-07-12,110086
103939,4339392,1,2016-08-20,2,2,2,0,0,Canceled,2016-06-14,103998
103940,12191871,1,2016-08-20,2,2,2,0,0,Canceled,2016-06-14,105757
103941,12190053,1,2016-08-20,2,2,2,0,0,Canceled,2016-06-14,113485
103942,6764572,1,2016-08-20,2,3,2,1,0,Canceled,2016-07-21,109145
103943,8521792,1,2016-08-20,2,4,2,0,0,Canceled,2016-06-22,108703
103944,4065322,1,2016-08-20,2,4,2,0,0,Canceled,2016-07-19,112213
103945,12209147,1,2016-08-20,2,5,2,0,0,Canceled,2016-07-14,108441
103946,14501824,1,2016-08-20,2,5,3,1,0,Canceled,2016-05-13,111933
103947,12274601,1,2016-08-20,2,5,2,0,0,Canceled,2016-06-15,105810
103948,4457943,1,2016-08-20,2,5,2,0,0,Canceled,2016-05-24,107670
103949,9865550,1,2016-08-20,2,5,2,1,0,Canceled,2016-04-06,113532
103950,4838985,1,2016-08-20,2,5,2,0,0,Canceled,2016-05-12,114433
103951,197972,1,2016-08-20,2,5,2,0,0,Canceled,2016-05-18,109069
103952,10749312,1,2016-08-20,2,6,2,0,1,Canceled,2016-04-14,101090
103953,1115394,1,2016-08-20,4,6,2,0,0,Canceled,2016-01-21,110130
103954,5702292,1,2016-08-20,4,6,2,0,0,Canceled,2016-07-22,110144
103955,4015972,1,2016-08-20,4,7,3,0,0,Canceled,2016-05-23,114121
103956,2295530,1,2016-08-20,4,7,2,2,0,Canceled,2016-05-23,110675
103957,5882411,1,2016-08-20,4,10,2,0,0,Canceled,2016-01-18,103726
103958,6914622,1,2016-08-21,2,0,2,0,0,Canceled,2016-03-16,106041
103959,13697486,1,2016-08-21,2,2,3,1,0,Canceled,2016-06-28,111569
103960,14254537,1,2016-08-21,2,2,2,0,0,Canceled,2016-08-05,106683
103961,13041752,1,2016-08-21,2,3,2,0,0,Canceled,2016-08-08,110873
103962,4538423,1,2016-08-21,2,4,2,0,0,Canceled,2016-05-09,114685
103963,1885386,1,2016-08-21,2,5,2,0,0,Canceled,2016-05-13,111802
103964,115936,1,2016-08-21,2,5,2,1,0,Canceled,2016-05-12,101743
103965,8275122,1,2016-08-21,2,5,2,0,0,Canceled,2016-06-22,111040
103966,2798787,1,2016-08-21,2,5,2,1,0,No-Show,2016-08-21,107970
103967,9110588,1,2016-08-21,4,6,2,0,0,Canceled,2016-06-15,102461
103968,2950175,0,2016-08-21,4,10,2,0,0,Check-Out,2016-09-04,110293
103969,5293067,0,2016-08-21,4,10,2,0,0,Check-Out,2016-09-04,111263
103970,13829133,1,2016-08-22,1,0,2,0,0,No-Show,2016-08-22,105834
103971,14161407,1,2016-08-22,1,0,1,0,0,Canceled,2016-08-12,107516
103972,11912139,1,2016-08-22,1,1,2,0,0,Canceled,2016-08-04,109572
103973,2933661,1,2016-08-22,1,1,2,0,0,Canceled,2016-08-04,106280
103974,1803138,1,2016-08-22,1,2,2,0,0,Canceled,2016-07-20,110631
103975,11397952,1,2016-08-22,1,2,2,0,0,Canceled,2016-08-22,106607
103976,50032,1,2016-08-22,1,2,2,0,0,Canceled,2016-08-04,111627
103977,6390634,1,2016-08-22,1,2,2,0,0,Canceled,2016-08-08,108594
103978,6291807,1,2016-08-22,1,2,2,0,0,Canceled,2016-07-13,114835
103979,1949996,1,2016-08-22,1,3,2,0,0,Canceled,2016-08-10,101115
103980,8634599,1,2016-08-22,1,4,3,1,0,Canceled,2016-08-11,109519
103981,11370704,1,2016-08-22,1,4,2,0,1,Canceled,2016-08-01,108276
103982,1704090,1,2016-08-22,1,5,2,2,0,Canceled,2016-06-21,102944
103983,1187188,1,2016-08-22,1,5,2,0,0,Canceled,2016-08-07,100667
103984,903598,1,2016-08-22,2,5,2,0,0,Canceled,2016-07-07,105692
103985,9903,1,2016-08-22,3,6,2,0,0,Canceled,2016-07-06,106186
103986,14444280,1,2016-08-22,3,6,1,0,0,Canceled,2016-07-06,106436
103987,12379725,1,2016-08-22,3,6,2,0,0,Canceled,2016-08-20,112355
103988,7225376,1,2016-08-22,3,6,3,0,0,Canceled,2016-08-10,101518
103989,5660081,1,2016-08-22,3,6,2,0,0,Canceled,2015-09-04,108855
103990,13968660,1,2016-08-22,2,5,2,0,1,Canceled,2016-05-03,101542
103991,1426711,1,2016-08-22,3,8,1,0,0,Canceled,2016-02-15,103848
103992,5510597,1,2016-08-22,3,8,2,0,0,Canceled,2016-02-15,110420
103993,12849985,1,2016-08-23,0,2,2,0,0,Canceled,2016-06-18,100122
103994,12320063,1,2016-08-23,0,2,2,0,0,Canceled,2016-07-03,109197
103995,4823089,1,2016-08-23,0,3,1,0,0,Canceled,2016-02-11,100262
103996,7871576,1,2016-08-23,0,3,2,0,0,Canceled,2016-07-31,112483
103997,5904992,1,2016-08-23,0,4,2,0,0,Canceled,2016-06-25,100392
103998,5222368,1,2016-08-23,0,4,2,0,0,Canceled,2015-11-03,109165
103999,66288,0,2016-08-23,0,4,2,0,0,Check-Out,2016-08-27,112441
104000,11313921,1,2016-08-23,0,5,2,2,0,Canceled,2016-08-11,103821
104001,6629929,1,2016-08-23,2,5,2,0,0,Canceled,2016-03-03,108389
104002,12074204,1,2016-08-23,2,5,1,0,0,Canceled,2016-06-15,100934
104003,4160585,1,2016-08-23,2,7,2,0,0,Canceled,2016-05-06,105089
104004,13391024,1,2016-08-24,0,3,2,0,0,Canceled,2016-08-12,108008
104005,195515,0,2016-08-24,0,3,2,0,0,Check-Out,2016-08-27,109642
104006,13565466,1,2016-08-24,0,4,2,0,0,Canceled,2016-07-09,111431
104007,130552,1,2016-08-24,0,4,2,0,0,Canceled,2016-01-18,104939
104008,5832127,1,2016-08-24,0,4,2,0,0,Canceled,2016-07-05,107137
104009,9710999,1,2016-08-24,0,4,2,0,0,Canceled,2016-07-21,107571
104010,12517081,1,2016-08-24,0,4,2,0,0,Canceled,2016-06-24,108929
104011,13531200,1,2016-08-24,1,4,2,0,0,Canceled,2016-08-20,105839
104012,11861063,1,2016-08-24,1,4,2,2,0,Canceled,2016-04-21,103033
104013,12089399,1,2016-08-24,1,4,2,0,0,Canceled,2016-06-29,108620
104014,5453775,1,2016-08-24,2,5,2,2,0,Canceled,2016-08-10,111942
104015,12497846,1,2016-08-24,2,5,2,0,0,Canceled,2016-07-19,101865
104016,14137262,1,2016-08-24,2,8,2,2,0,Canceled,2016-06-09,114019
104017,5526487,1,2016-08-25,0,1,2,0,0,Canceled,2016-08-25,106645
104018,14398508,1,2016-08-25,0,1,2,0,0,Canceled,2016-08-25,110944
104019,1373520,1,2016-08-25,0,1,2,0,0,Canceled,2016-08-25,113586
104020,6387077,1,2016-08-25,0,2,2,0,0,Canceled,2016-08-13,110355
104021,13037372,1,2016-08-25,0,2,2,0,0,Canceled,2016-08-17,111917
104022,1471308,1,2016-08-25,0,2,2,1,0,Canceled,2016-08-25,105685
104023,13521713,1,2016-08-25,0,3,2,0,0,Canceled,2016-07-29,103323
104024,848152,1,2016-08-25,0,3,1,0,0,Canceled,2016-07-27,113008
104025,7008455,1,2016-08-25,0,2,2,0,0,Canceled,2016-07-08,102754
104026,11006149,1,2016-08-25,1,3,2,0,0,Canceled,2016-05-27,101460
104027,12102482,1,2016-08-25,1,3,2,0,0,Canceled,2016-08-09,102491
104028,6744795,1,2016-08-25,2,5,2,0,0,Canceled,2016-08-11,103845
104029,3659917,1,2016-08-25,2,5,2,0,0,Canceled,2016-08-11,105111
104030,14854671,1,2016-08-26,0,1,2,0,0,Canceled,2016-06-09,114148
104031,1092093,1,2016-08-26,0,1,2,0,0,Canceled,2016-08-26,113712
104032,10051003,1,2016-08-26,0,2,2,0,0,Canceled,2016-03-31,103801
104033,11219568,1,2016-08-26,0,2,2,0,0,Canceled,2016-03-31,114307
104034,1471373,1,2016-08-26,0,2,2,0,0,Canceled,2016-07-27,113196
104035,13888974,1,2016-08-26,0,2,3,0,0,Canceled,2016-08-09,106948
104036,9428208,1,2016-08-26,1,2,2,0,0,Canceled,2016-08-26,114008
104037,13233250,1,2016-08-26,1,2,2,2,0,Canceled,2016-07-07,110054
104038,9710673,1,2016-08-26,1,2,2,0,0,Canceled,2016-06-22,107085
104039,8973362,1,2016-08-26,1,2,2,0,0,Canceled,2016-03-20,106272
104040,10153739,1,2016-08-26,2,2,2,2,0,Canceled,2016-05-16,106382
104041,2754149,1,2016-08-26,2,2,2,0,0,Canceled,2016-05-16,114227
104042,12707324,1,2016-08-26,2,2,2,0,0,Canceled,2016-06-21,107332
104043,14442333,1,2016-08-26,2,2,3,1,0,Canceled,2016-04-18,113646
104044,9824155,1,2016-08-26,2,2,2,2,0,Canceled,2016-04-27,111657
104045,13624971,1,2016-08-26,2,3,3,1,0,Canceled,2016-06-14,106439
104046,9626892,1,2016-08-26,2,3,3,1,0,Canceled,2016-08-08,109057
104047,7562235,1,2016-08-26,2,4,2,0,0,Canceled,2016-07-19,109751
104048,10478553,1,2016-08-26,2,5,2,0,0,Canceled,2016-06-26,113584
104049,14854164,1,2016-08-26,2,5,2,1,0,Canceled,2016-08-18,112436
104050,14196983,1,2016-08-26,2,6,2,0,0,Canceled,2016-06-30,107376
104051,6611126,1,2016-08-26,2,6,2,2,0,Canceled,2016-03-22,111439
104052,5267396,0,2016-08-26,3,7,2,0,0,Check-Out,2016-09-05,103097
104053,8184662,1,2016-08-26,2,5,2,0,0,Canceled,2016-06-26,106856
104054,12264207,1,2016-08-26,2,5,2,0,0,Canceled,2016-08-25,110691
104055,14685769,1,2016-08-27,2,1,3,1,0,Canceled,2016-07-17,106498
104056,14867747,1,2016-08-27,0,1,2,0,0,Canceled,2016-06-15,100763
104057,13081347,1,2016-08-27,2,2,2,0,0,Canceled,2016-07-17,109223
104058,6118583,1,2016-08-27,2,2,2,2,0,Canceled,2016-08-01,104347
104059,6990023,1,2016-08-27,2,3,2,0,0,Canceled,2016-08-18,109393
104060,14670311,1,2016-08-27,2,4,2,1,0,Canceled,2016-05-11,114358
104061,10328539,1,2016-08-27,2,5,2,0,0,Canceled,2016-02-09,101372
104062,14668008,1,2016-08-27,2,5,2,0,0,Canceled,2016-01-19,110759
104063,10131503,1,2016-08-27,2,5,2,0,0,Canceled,2016-06-06,114081
104064,7280665,1,2016-08-27,2,5,2,0,0,Canceled,2016-01-16,110281
104065,10153536,1,2016-08-27,2,5,2,0,0,Canceled,2016-02-09,107211
104066,12359031,1,2016-08-27,2,5,3,0,0,Canceled,2016-03-04,103778
104067,13000520,1,2016-08-27,2,6,1,0,0,Canceled,2016-08-16,102280
104068,7050397,1,2016-08-27,2,6,2,0,0,Canceled,2016-08-24,112530
104069,4687499,1,2016-08-27,2,6,2,1,0,Canceled,2016-04-02,114710
104070,4625517,1,2016-08-27,2,6,2,0,0,Canceled,2016-08-24,112488
104071,5412487,1,2016-08-27,2,6,2,1,0,Canceled,2016-08-24,113212
104072,13062783,1,2016-08-27,4,6,2,0,0,Canceled,2016-07-11,107253
104073,7868931,0,2016-08-27,4,10,2,0,0,Check-Out,2016-09-10,100634
104074,8442314,1,2016-08-28,2,0,2,0,0,Canceled,2016-03-18,105526
104075,12357955,1,2016-08-28,2,1,2,0,0,Canceled,2016-08-11,114447
104076,12750816,1,2016-08-28,2,1,2,0,0,Canceled,2016-08-21,110458
104077,8015793,1,2016-08-28,2,1,2,1,0,Canceled,2016-05-20,100660
104078,9998187,1,2016-08-28,2,1,2,0,0,Canceled,2016-06-03,102261
104079,14336348,1,2016-08-28,2,2,2,2,0,Canceled,2016-04-22,108913
104080,4493030,1,2016-08-28,2,3,2,2,0,Canceled,2016-05-09,112274
104081,13525610,1,2016-08-28,2,3,2,0,0,Canceled,2016-08-08,102859
104082,14339562,1,2016-08-28,2,3,2,0,0,Canceled,2016-08-08,103536
104083,14110186,1,2016-08-28,2,3,2,0,0,Canceled,2016-08-05,110235
104084,4787213,1,2016-08-28,2,3,2,0,0,Canceled,2016-07-23,113082
104085,13658697,1,2016-08-28,2,5,2,0,0,Canceled,2016-08-16,113682
104086,8539551,1,2016-08-28,2,5,1,0,0,Canceled,2016-05-16,102110
104087,9407895,1,2016-08-28,2,5,2,0,0,Canceled,2015-10-06,112243
104088,13651290,1,2016-08-28,2,5,2,0,0,Canceled,2016-05-16,110924
104089,3198169,1,2016-08-28,2,5,2,0,0,Canceled,2016-05-16,112649
104090,10537553,1,2016-08-29,1,0,2,0,0,Canceled,2016-08-29,113463
104091,7113260,1,2016-08-29,1,3,2,0,0,Canceled,2016-06-09,106606
104092,13060366,1,2016-08-29,1,3,2,2,0,Canceled,2016-04-22,103937
104093,14092430,1,2016-08-29,1,3,2,0,0,Canceled,2016-07-23,104477
104094,6834270,1,2016-08-29,1,3,2,0,0,Canceled,2016-06-15,102741
104095,7379913,1,2016-08-29,1,4,2,0,0,Canceled,2016-05-28,112957
104096,4523594,1,2016-08-29,1,4,2,0,0,Canceled,2016-07-29,100525
104097,543188,1,2016-08-29,1,4,2,0,0,Canceled,2016-04-06,105074
104098,4409653,1,2016-08-29,1,3,2,0,0,Canceled,2016-08-05,112506
104099,12667158,1,2016-08-29,1,5,2,0,0,Canceled,2016-06-16,105304
104100,8337048,1,2016-08-29,2,5,2,0,0,Canceled,2016-08-18,102976
104101,8390386,0,2016-08-29,2,5,2,0,0,Check-Out,2016-09-05,108465
104102,13028092,1,2016-08-29,2,5,2,0,0,Canceled,2016-07-23,112628
104103,12608363,1,2016-08-29,2,5,2,0,0,Canceled,2016-03-24,108547
104104,5967936,1,2016-08-29,2,5,2,2,0,Canceled,2016-07-08,105641
104105,6684904,1,2016-08-29,2,5,2,0,0,Canceled,2016-08-17,108905
104106,6676364,1,2016-08-29,2,5,2,0,0,No-Show,2016-08-29,104162
104107,2174711,0,2016-08-29,3,8,2,0,0,Check-Out,2016-09-09,100488
104108,14235257,0,2016-08-29,3,9,2,0,0,Check-Out,2016-09-10,114184
104109,6870366,0,2016-08-29,3,9,2,0,0,Check-Out,2016-09-10,109066
104110,7637094,0,2016-08-29,3,9,2,0,0,Check-Out,2016-09-10,105353
104111,4518756,1,2016-08-29,4,10,2,0,0,Canceled,2015-07-20,102898
104112,14759485,1,2016-08-29,4,10,2,0,0,Canceled,2015-07-20,100447
104113,14237196,1,2016-08-29,3,5,2,0,0,Canceled,2016-08-26,104562
104114,13449737,1,2016-08-30,0,1,2,0,0,Canceled,2016-08-30,103457
104115,14365669,1,2016-08-30,0,3,2,0,0,Canceled,2016-08-19,108918
104116,11940785,1,2016-08-30,0,3,2,2,0,Canceled,2016-05-10,100387
104117,4518710,1,2016-08-30,0,3,2,2,0,Canceled,2016-08-23,100256
104118,13397390,1,2016-08-30,0,4,2,0,0,Canceled,2016-07-27,109893
104119,11398458,1,2016-08-30,0,4,2,0,0,Canceled,2016-08-05,105070
104120,1731639,1,2016-08-30,0,4,2,0,0,Canceled,2016-06-21,107426
104121,4518380,1,2016-08-30,0,4,2,0,0,Canceled,2016-08-04,111643
104122,12265433,1,2016-08-30,0,5,2,0,0,Canceled,2016-07-22,103665
104123,6268082,1,2016-08-30,0,5,3,0,0,Canceled,2016-07-29,101145
104124,14820482,1,2016-08-30,1,5,2,0,1,Canceled,2016-04-08,109280
104125,8422876,1,2016-08-30,2,5,2,2,0,Canceled,2016-06-15,100863
104126,13129109,1,2016-08-30,2,5,2,0,0,Canceled,2016-03-08,100972
104127,2706986,0,2016-08-30,2,8,2,0,0,Check-Out,2016-08-30,108340
104128,11963384,0,2016-08-30,2,8,2,0,0,Check-Out,2016-09-09,106852
104129,9825415,0,2016-08-30,2,8,1,0,0,Check-Out,2016-09-09,104614
104130,14731382,0,2016-08-30,2,8,2,0,0,Check-Out,2016-09-09,112814
104131,7931882,0,2016-08-30,4,10,2,0,0,Check-Out,2016-09-13,104966
104132,475259,1,2016-08-31,0,1,1,0,0,Canceled,2016-08-31,113480
104133,475254,1,2016-08-31,0,4,2,0,0,Canceled,2016-06-15,100141
104134,6292261,1,2016-08-31,0,4,2,0,0,Canceled,2016-08-05,112567
104135,6499228,1,2016-08-31,0,4,2,0,0,Canceled,2016-06-15,107470
104136,4053612,1,2016-08-31,2,5,2,0,0,Canceled,2016-08-22,102738
104137,8733896,1,2016-08-31,2,6,2,0,0,Canceled,2016-06-13,106116
104138,9166002,1,2016-08-31,2,7,2,0,0,Canceled,2016-07-21,107281
104139,8014683,0,2016-08-31,4,10,2,0,0,Check-Out,2016-08-31,107686
104140,3359170,0,2016-08-31,4,10,2,0,0,Check-Out,2016-09-14,102497
104141,12303347,1,2016-09-01,0,1,2,0,0,Canceled,2015-10-21,113294
104142,3401809,1,2016-09-01,0,1,2,0,0,Canceled,2016-07-26,107224
104143,12301081,1,2016-09-01,0,1,2,0,0,Canceled,2015-10-21,102333
104144,2848330,1,2016-09-01,0,1,1,0,0,Canceled,2015-10-21,111017
104145,13079659,1,2016-09-01,0,3,1,0,0,Canceled,2016-09-01,114158
104146,2848370,1,2016-09-01,1,3,2,0,1,Canceled,2016-08-17,107427
104147,13024385,1,2016-09-01,1,3,2,2,0,Canceled,2016-02-03,105674
104148,7630346,0,2016-09-01,2,3,2,0,0,Check-Out,2016-09-01,103478
104149,2848362,1,2016-09-01,2,4,2,0,1,Canceled,2016-06-27,102041
104150,2187766,1,2016-09-01,2,4,1,0,0,Canceled,2016-07-12,110697
104151,14246956,1,2016-09-01,2,5,2,0,0,Canceled,2016-08-22,111973
104152,2848393,1,2016-09-01,2,5,2,0,0,Canceled,2016-03-03,109479
104153,14573486,1,2016-09-01,2,5,2,1,0,Canceled,2016-07-22,111710
104154,3342206,1,2016-09-01,2,5,2,1,0,Canceled,2016-04-13,105560
104155,8830015,1,2016-09-01,2,5,2,2,0,Canceled,2016-04-05,101528
104156,14898198,1,2016-09-01,2,3,2,0,0,Canceled,2016-06-01,113214
104157,10611728,1,2016-09-01,2,6,2,0,0,Canceled,2016-08-19,111500
104158,11169560,1,2016-09-01,2,7,2,0,2,Canceled,2016-02-23,113757
104159,14251275,1,2016-09-01,3,8,2,0,0,Canceled,2016-02-27,106826
104160,12302222,0,2016-09-01,3,8,2,0,0,Check-Out,2016-09-12,104705
104161,6452246,1,2016-09-01,4,8,2,0,0,Canceled,2016-02-04,102608
104162,8861069,0,2016-09-01,4,10,2,0,0,Check-Out,2016-09-15,100140
104163,13417639,1,2016-09-01,4,10,2,0,0,Canceled,2016-05-06,115072
104164,12383204,1,2016-09-01,4,10,2,0,0,Canceled,2016-05-06,107104
104165,6500646,1,2016-09-01,4,10,2,0,0,Canceled,2016-02-18,100498
104166,12986892,0,2016-09-01,4,10,2,0,0,Check-Out,2016-09-15,114835
104167,7434871,1,2016-09-01,4,10,2,0,0,Canceled,2016-02-04,111223
104168,7630340,0,2016-09-01,4,10,2,0,0,Check-Out,2016-09-15,108370
104169,2848239,1,2016-09-02,0,1,2,0,0,Canceled,2016-07-26,101528
104170,994317,1,2016-09-02,0,2,2,0,0,Canceled,2016-08-21,112157
104171,12428994,1,2016-09-02,0,2,2,0,0,Canceled,2016-08-29,105303
104172,9921925,1,2016-09-02,0,1,2,0,0,Canceled,2016-06-26,113171
104173,13813380,1,2016-09-02,0,2,2,2,0,Canceled,2016-07-24,105521
104174,10116726,1,2016-09-02,0,2,2,0,0,Canceled,2016-07-08,102183
104175,10136854,1,2016-09-02,0,2,2,0,0,Canceled,2016-08-21,103354
